uuid,timestamp,event,amount_loan,risk_level,assessment,income
105,2022-12-07 09:36:08,Customer applies for loan,,,,
105,2022-12-07 11:36:08,Check application data,37363,,,1299
105,2022-12-07 13:36:08,Normal Check,,1,,
105,2022-12-07 15:36:08,Overall Assessment,,,,
105,2022-12-07 17:36:08,Inform Customer,,,,
106,2022-12-03 14:26:28,Customer applies for loan,,,,
106,2022-12-03 16:26:28,Check application data,96606,,,4418
106,2022-12-03 18:26:28,Extensive Check,,1,,
106,2022-12-03 20:26:28,Overall Assessment,,,,
106,2022-12-03 22:26:28,Inform Customer,,,,
107,2022-11-28 13:18:35,Customer applies for loan,,,,
107,2022-11-28 15:18:35,Check application data,80015,,,9143
107,2022-11-28 17:18:35,Extensive Check,,2,,
107,2022-11-28 19:18:35,Overall Assessment,,,,
107,2022-11-28 21:18:35,Inform Customer,,,,
108,2022-12-12 14:53:46,Customer applies for loan,,,,
108,2022-12-12 16:53:46,Check application data,84568,,,4751
108,2022-12-12 18:53:46,Extensive Check,,0,,
108,2022-12-12 20:53:46,Overall Assessment,,,,
108,2022-12-12 22:53:46,Inform Customer,,,,
109,2022-11-27 18:39:08,Customer applies for loan,,,,
109,2022-11-27 20:39:08,Check application data,79465,,,8270
109,2022-11-27 22:39:08,Normal Check,,1,,
109,2022-11-28 00:39:08,Overall Assessment,,,,
109,2022-11-28 02:39:08,Inform Customer,,,,
110,2022-12-01 11:56:21,Customer applies for loan,,,,
110,2022-12-01 13:56:21,Check application data,10505,,,6353
110,2022-12-01 15:56:21,Normal Check,,3,,
110,2022-12-01 17:56:21,Overall Assessment,,,,
110,2022-12-01 19:56:21,Inform Customer,,,,
111,2022-12-03 14:31:39,Customer applies for loan,,,,
111,2022-12-03 16:31:39,Check application data,44235,,,2229
111,2022-12-03 18:31:39,Normal Check,,0,,
111,2022-12-03 20:31:39,Overall Assessment,,,,
111,2022-12-03 22:31:39,Inform Customer,,,,
112,2022-12-04 13:02:11,Customer applies for loan,,,,
112,2022-12-04 15:02:11,Check application data,68889,,,1992
112,2022-12-04 17:02:11,Normal Check,,0,,
112,2022-12-04 19:02:11,Overall Assessment,,,,
112,2022-12-04 21:02:11,Inform Customer,,,,
113,2022-11-28 16:05:44,Customer applies for loan,,,,
113,2022-11-28 18:05:44,Check application data,45394,,,3362
113,2022-11-28 20:05:44,Normal Check,,3,,
113,2022-11-28 22:05:44,Overall Assessment,,,,
113,2022-11-29 00:05:44,Inform Customer,,,,
114,2022-12-06 12:33:52,Customer applies for loan,,,,
114,2022-12-06 14:33:52,Check application data,51149,,,8250
114,2022-12-06 16:33:52,Normal Check,,2,,
114,2022-12-06 18:33:52,Overall Assessment,,,,
114,2022-12-06 20:33:52,Inform Customer,,,,
115,2022-12-03 10:31:34,Customer applies for loan,,,,
115,2022-12-03 12:31:34,Check application data,15912,,,5140
115,2022-12-03 14:31:34,Normal Check,,4,,
115,2022-12-03 16:31:34,Overall Assessment,,,,
115,2022-12-03 18:31:34,Inform Customer,,,,
116,2022-12-08 16:48:30,Customer applies for loan,,,,
116,2022-12-08 18:48:30,Check application data,89112,,,9586
116,2022-12-08 20:48:30,Extensive Check,,0,,
116,2022-12-08 22:48:30,Overall Assessment,,,,
116,2022-12-09 00:48:30,Inform Customer,,,,
117,2022-12-07 17:57:16,Customer applies for loan,,,,
117,2022-12-07 19:57:16,Check application data,93247,,,7068
117,2022-12-07 21:57:16,Extensive Check,,2,,
117,2022-12-07 23:57:16,Overall Assessment,,,,
117,2022-12-08 01:57:16,Inform Customer,,,,
118,2022-12-07 14:22:50,Customer applies for loan,,,,
118,2022-12-07 16:22:50,Check application data,36140,,,3755
118,2022-12-07 18:22:50,Normal Check,,4,,
118,2022-12-07 20:22:50,Overall Assessment,,,,
118,2022-12-07 22:22:50,Inform Customer,,,,
119,2022-12-03 14:51:46,Customer applies for loan,,,,
119,2022-12-03 16:51:46,Check application data,37195,,,7238
119,2022-12-03 18:51:46,Normal Check,,1,,
119,2022-12-03 20:51:46,Overall Assessment,,,,
119,2022-12-03 22:51:46,Inform Customer,,,,
120,2022-12-09 08:54:42,Customer applies for loan,,,,
120,2022-12-09 10:54:42,Check application data,19862,,,2151
120,2022-12-09 12:54:42,Normal Check,,1,,
120,2022-12-09 14:54:42,Overall Assessment,,,,
120,2022-12-09 16:54:42,Inform Customer,,,,
121,2022-11-29 16:26:54,Customer applies for loan,,,,
121,2022-11-29 18:26:54,Check application data,26515,,,7630
121,2022-11-29 20:26:54,Normal Check,,0,,
121,2022-11-29 22:26:54,Overall Assessment,,,,
121,2022-11-30 00:26:54,Inform Customer,,,,
122,2022-11-27 08:48:05,Customer applies for loan,,,,
122,2022-11-27 10:48:05,Check application data,45784,,,1247
122,2022-11-27 12:48:05,Normal Check,,3,,
122,2022-11-27 14:48:05,Overall Assessment,,,,
122,2022-11-27 16:48:05,Inform Customer,,,,
123,2022-11-27 08:02:05,Customer applies for loan,,,,
123,2022-11-27 10:02:05,Check application data,91156,,,5134
123,2022-11-27 12:02:05,Extensive Check,,4,,
123,2022-11-27 14:02:05,Overall Assessment,,,,
123,2022-11-27 16:02:05,Inform Customer,,,,
124,2022-12-05 15:26:36,Customer applies for loan,,,,
124,2022-12-05 17:26:36,Check application data,31593,,,9977
124,2022-12-05 19:26:36,Normal Check,,3,,
124,2022-12-05 21:26:36,Overall Assessment,,,,
124,2022-12-05 23:26:36,Inform Customer,,,,
125,2022-12-06 10:06:15,Customer applies for loan,,,,
125,2022-12-06 12:06:15,Check application data,79298,,,2574
125,2022-12-06 14:06:15,Normal Check,,3,,
125,2022-12-06 16:06:15,Overall Assessment,,,,
125,2022-12-06 18:06:15,Inform Customer,,,,
126,2022-12-03 15:55:05,Customer applies for loan,,,,
126,2022-12-03 17:55:05,Check application data,19881,,,6658
126,2022-12-03 19:55:05,Normal Check,,2,,
126,2022-12-03 21:55:05,Overall Assessment,,,,
126,2022-12-03 23:55:05,Inform Customer,,,,
127,2022-12-12 14:55:05,Customer applies for loan,,,,
127,2022-12-12 16:55:05,Check application data,94598,,,7725
127,2022-12-12 18:55:05,Extensive Check,,4,,
127,2022-12-12 20:55:05,Overall Assessment,,,,
127,2022-12-12 22:55:05,Inform Customer,,,,
128,2022-12-04 18:18:53,Customer applies for loan,,,,
128,2022-12-04 20:18:53,Check application data,20951,,,4464
128,2022-12-04 22:18:53,Normal Check,,4,,
128,2022-12-05 00:18:53,Overall Assessment,,,,
128,2022-12-05 02:18:53,Inform Customer,,,,
129,2022-12-06 08:05:29,Customer applies for loan,,,,
129,2022-12-06 10:05:29,Check application data,90866,,,9465
129,2022-12-06 12:05:29,Extensive Check,,3,,
129,2022-12-06 14:05:29,Overall Assessment,,,,
129,2022-12-06 16:05:29,Inform Customer,,,,
130,2022-12-08 15:55:23,Customer applies for loan,,,,
130,2022-12-08 17:55:23,Check application data,66489,,,7287
130,2022-12-08 19:55:23,Normal Check,,4,,
130,2022-12-08 21:55:23,Overall Assessment,,,,
130,2022-12-08 23:55:23,Inform Customer,,,,
131,2022-12-15 11:36:02,Customer applies for loan,,,,
131,2022-12-15 13:36:02,Check application data,49755,,,6987
131,2022-12-15 15:36:02,Normal Check,,0,,
131,2022-12-15 17:36:02,Overall Assessment,,,,
131,2022-12-15 19:36:02,Inform Customer,,,,
132,2022-12-12 14:19:23,Customer applies for loan,,,,
132,2022-12-12 16:19:23,Check application data,31355,,,8154
132,2022-12-12 18:19:23,Normal Check,,0,,
132,2022-12-12 20:19:23,Overall Assessment,,,,
132,2022-12-12 22:19:23,Inform Customer,,,,
133,2022-11-30 14:57:37,Customer applies for loan,,,,
133,2022-11-30 16:57:37,Check application data,30984,,,5860
133,2022-11-30 18:57:37,Normal Check,,1,,
133,2022-11-30 20:57:37,Overall Assessment,,,,
133,2022-11-30 22:57:37,Inform Customer,,,,
134,2022-12-01 14:41:26,Customer applies for loan,,,,
134,2022-12-01 16:41:26,Check application data,85119,,,2209
134,2022-12-01 18:41:26,Extensive Check,,4,,
134,2022-12-01 20:41:26,Overall Assessment,,,,
134,2022-12-01 22:41:26,Inform Customer,,,,
135,2022-12-03 13:30:33,Customer applies for loan,,,,
135,2022-12-03 15:30:33,Check application data,78301,,,8903
135,2022-12-03 17:30:33,Normal Check,,4,,
135,2022-12-03 19:30:33,Overall Assessment,,,,
135,2022-12-03 21:30:33,Inform Customer,,,,
136,2022-12-09 09:23:31,Customer applies for loan,,,,
136,2022-12-09 11:23:31,Check application data,45186,,,2565
136,2022-12-09 13:23:31,Normal Check,,3,,
136,2022-12-09 15:23:31,Overall Assessment,,,,
136,2022-12-09 17:23:31,Inform Customer,,,,
137,2022-11-29 09:55:55,Customer applies for loan,,,,
137,2022-11-29 11:55:55,Check application data,93205,,,8570
137,2022-11-29 13:55:55,Extensive Check,,1,,
137,2022-11-29 15:55:55,Overall Assessment,,,,
137,2022-11-29 17:55:55,Inform Customer,,,,
138,2022-12-15 18:07:28,Customer applies for loan,,,,
138,2022-12-15 20:07:28,Check application data,62056,,,5117
138,2022-12-15 22:07:28,Normal Check,,0,,
138,2022-12-16 00:07:28,Overall Assessment,,,,
138,2022-12-16 02:07:28,Inform Customer,,,,
139,2022-12-05 08:53:22,Customer applies for loan,,,,
139,2022-12-05 10:53:22,Check application data,85246,,,7949
139,2022-12-05 12:53:22,Extensive Check,,0,,
139,2022-12-05 14:53:22,Overall Assessment,,,,
139,2022-12-05 16:53:22,Inform Customer,,,,
140,2022-11-29 16:16:51,Customer applies for loan,,,,
140,2022-11-29 18:16:51,Check application data,14235,,,8241
140,2022-11-29 20:16:51,Normal Check,,3,,
140,2022-11-29 22:16:51,Overall Assessment,,,,
140,2022-11-30 00:16:51,Inform Customer,,,,
141,2022-12-02 14:50:38,Customer applies for loan,,,,
141,2022-12-02 16:50:38,Check application data,20122,,,9654
141,2022-12-02 18:50:38,Normal Check,,4,,
141,2022-12-02 20:50:38,Overall Assessment,,,,
141,2022-12-02 22:50:38,Inform Customer,,,,
142,2022-11-26 13:17:00,Customer applies for loan,,,,
142,2022-11-26 15:17:00,Check application data,64975,,,7278
142,2022-11-26 17:17:00,Normal Check,,1,,
142,2022-11-26 19:17:00,Overall Assessment,,,,
142,2022-11-26 21:17:00,Inform Customer,,,,
143,2022-11-28 14:09:31,Customer applies for loan,,,,
143,2022-11-28 16:09:31,Check application data,61036,,,5231
143,2022-11-28 18:09:31,Normal Check,,2,,
143,2022-11-28 20:09:31,Overall Assessment,,,,
143,2022-11-28 22:09:31,Inform Customer,,,,
144,2022-12-13 11:11:02,Customer applies for loan,,,,
144,2022-12-13 13:11:02,Check application data,47694,,,6407
144,2022-12-13 15:11:02,Normal Check,,3,,
144,2022-12-13 17:11:02,Overall Assessment,,,,
144,2022-12-13 19:11:02,Inform Customer,,,,
145,2022-12-06 14:03:01,Customer applies for loan,,,,
145,2022-12-06 16:03:01,Check application data,33141,,,9437
145,2022-12-06 18:03:01,Normal Check,,3,,
145,2022-12-06 20:03:01,Overall Assessment,,,,
145,2022-12-06 22:03:01,Inform Customer,,,,
146,2022-12-03 14:19:01,Customer applies for loan,,,,
146,2022-12-03 16:19:01,Check application data,65479,,,7015
146,2022-12-03 18:19:01,Normal Check,,1,,
146,2022-12-03 20:19:01,Overall Assessment,,,,
146,2022-12-03 22:19:01,Inform Customer,,,,
147,2022-11-27 15:21:51,Customer applies for loan,,,,
147,2022-11-27 17:21:51,Check application data,59191,,,7032
147,2022-11-27 19:21:51,Normal Check,,3,,
147,2022-11-27 21:21:51,Overall Assessment,,,,
147,2022-11-27 23:21:51,Inform Customer,,,,
148,2022-12-08 13:41:50,Customer applies for loan,,,,
148,2022-12-08 15:41:50,Check application data,18771,,,3120
148,2022-12-08 17:41:50,Normal Check,,0,,
148,2022-12-08 19:41:50,Overall Assessment,,,,
148,2022-12-08 21:41:50,Inform Customer,,,,
149,2022-12-02 10:50:45,Customer applies for loan,,,,
149,2022-12-02 12:50:45,Check application data,27098,,,5218
149,2022-12-02 14:50:45,Normal Check,,3,,
149,2022-12-02 16:50:45,Overall Assessment,,,,
149,2022-12-02 18:50:45,Inform Customer,,,,
150,2022-12-13 14:10:12,Customer applies for loan,,,,
150,2022-12-13 16:10:12,Check application data,16793,,,8051
150,2022-12-13 18:10:12,Normal Check,,3,,
150,2022-12-13 20:10:12,Overall Assessment,,,,
150,2022-12-13 22:10:12,Inform Customer,,,,
151,2022-11-27 14:19:46,Customer applies for loan,,,,
151,2022-11-27 16:19:46,Check application data,91434,,,1468
151,2022-11-27 18:19:46,Extensive Check,,4,,
151,2022-11-27 20:19:46,Overall Assessment,,,,
151,2022-11-27 22:19:46,Inform Customer,,,,
152,2022-12-07 16:21:54,Customer applies for loan,,,,
152,2022-12-07 18:21:54,Check application data,65244,,,9940
152,2022-12-07 20:21:54,Normal Check,,2,,
152,2022-12-07 22:21:54,Overall Assessment,,,,
152,2022-12-08 00:21:54,Inform Customer,,,,
153,2022-12-08 08:08:50,Customer applies for loan,,,,
153,2022-12-08 10:08:50,Check application data,73912,,,8657
153,2022-12-08 12:08:50,Normal Check,,3,,
153,2022-12-08 14:08:50,Overall Assessment,,,,
153,2022-12-08 16:08:50,Inform Customer,,,,
154,2022-12-08 17:00:40,Customer applies for loan,,,,
154,2022-12-08 19:00:40,Check application data,65043,,,7667
154,2022-12-08 21:00:40,Normal Check,,3,,
154,2022-12-08 23:00:40,Overall Assessment,,,,
154,2022-12-09 01:00:40,Inform Customer,,,,
155,2022-12-14 16:07:44,Customer applies for loan,,,,
155,2022-12-14 18:07:44,Check application data,33486,,,1410
155,2022-12-14 20:07:44,Normal Check,,3,,
155,2022-12-14 22:07:44,Overall Assessment,,,,
155,2022-12-15 00:07:44,Inform Customer,,,,
156,2022-12-07 13:13:14,Customer applies for loan,,,,
156,2022-12-07 15:13:14,Check application data,97063,,,2984
156,2022-12-07 17:13:14,Extensive Check,,1,,
156,2022-12-07 19:13:14,Overall Assessment,,,,
156,2022-12-07 21:13:14,Inform Customer,,,,
157,2022-12-15 17:43:27,Customer applies for loan,,,,
157,2022-12-15 19:43:27,Check application data,21559,,,5657
157,2022-12-15 21:43:27,Normal Check,,0,,
157,2022-12-15 23:43:27,Overall Assessment,,,,
157,2022-12-16 01:43:27,Inform Customer,,,,
158,2022-12-04 12:40:58,Customer applies for loan,,,,
158,2022-12-04 14:40:58,Check application data,16408,,,8197
158,2022-12-04 16:40:58,Normal Check,,3,,
158,2022-12-04 18:40:58,Overall Assessment,,,,
158,2022-12-04 20:40:58,Inform Customer,,,,
159,2022-12-14 18:44:17,Customer applies for loan,,,,
159,2022-12-14 20:44:17,Check application data,17321,,,2314
159,2022-12-14 22:44:17,Normal Check,,0,,
159,2022-12-15 00:44:17,Overall Assessment,,,,
159,2022-12-15 02:44:17,Inform Customer,,,,
160,2022-12-01 13:59:47,Customer applies for loan,,,,
160,2022-12-01 15:59:47,Check application data,13552,,,9482
160,2022-12-01 17:59:47,Normal Check,,4,,
160,2022-12-01 19:59:47,Overall Assessment,,,,
160,2022-12-01 21:59:47,Inform Customer,,,,
161,2022-12-15 11:55:49,Customer applies for loan,,,,
161,2022-12-15 13:55:49,Check application data,31475,,,4913
161,2022-12-15 15:55:49,Normal Check,,0,,
161,2022-12-15 17:55:49,Overall Assessment,,,,
161,2022-12-15 19:55:49,Inform Customer,,,,
162,2022-12-02 16:35:08,Customer applies for loan,,,,
162,2022-12-02 18:35:08,Check application data,69107,,,9052
162,2022-12-02 20:35:08,Normal Check,,3,,
162,2022-12-02 22:35:08,Overall Assessment,,,,
162,2022-12-03 00:35:08,Inform Customer,,,,
163,2022-12-11 08:27:49,Customer applies for loan,,,,
163,2022-12-11 10:27:49,Check application data,26557,,,4452
163,2022-12-11 12:27:49,Normal Check,,3,,
163,2022-12-11 14:27:49,Overall Assessment,,,,
163,2022-12-11 16:27:49,Inform Customer,,,,
164,2022-12-02 15:50:08,Customer applies for loan,,,,
164,2022-12-02 17:50:08,Check application data,62475,,,3790
164,2022-12-02 19:50:08,Normal Check,,2,,
164,2022-12-02 21:50:08,Overall Assessment,,,,
164,2022-12-02 23:50:08,Inform Customer,,,,
165,2022-12-03 10:49:19,Customer applies for loan,,,,
165,2022-12-03 12:49:19,Check application data,27015,,,6448
165,2022-12-03 14:49:19,Normal Check,,0,,
165,2022-12-03 16:49:19,Overall Assessment,,,,
165,2022-12-03 18:49:19,Inform Customer,,,,
166,2022-11-28 12:59:58,Customer applies for loan,,,,
166,2022-11-28 14:59:58,Check application data,76533,,,4745
166,2022-11-28 16:59:58,Normal Check,,3,,
166,2022-11-28 18:59:58,Overall Assessment,,,,
166,2022-11-28 20:59:58,Inform Customer,,,,
167,2022-12-09 12:17:13,Customer applies for loan,,,,
167,2022-12-09 14:17:13,Check application data,56894,,,9845
167,2022-12-09 16:17:13,Normal Check,,4,,
167,2022-12-09 18:17:13,Overall Assessment,,,,
167,2022-12-09 20:17:13,Inform Customer,,,,
168,2022-12-12 15:45:40,Customer applies for loan,,,,
168,2022-12-12 17:45:40,Check application data,73810,,,3830
168,2022-12-12 19:45:40,Normal Check,,0,,
168,2022-12-12 21:45:40,Overall Assessment,,,,
168,2022-12-12 23:45:40,Inform Customer,,,,
169,2022-12-06 14:35:00,Customer applies for loan,,,,
169,2022-12-06 16:35:00,Check application data,93963,,,7356
169,2022-12-06 18:35:00,Extensive Check,,1,,
169,2022-12-06 20:35:00,Overall Assessment,,,,
169,2022-12-06 22:35:00,Inform Customer,,,,
170,2022-12-05 16:31:00,Customer applies for loan,,,,
170,2022-12-05 18:31:00,Check application data,79605,,,7259
170,2022-12-05 20:31:00,Normal Check,,3,,
170,2022-12-05 22:31:00,Overall Assessment,,,,
170,2022-12-06 00:31:00,Inform Customer,,,,
171,2022-12-02 15:40:00,Customer applies for loan,,,,
171,2022-12-02 17:40:00,Check application data,68710,,,2497
171,2022-12-02 19:40:00,Normal Check,,3,,
171,2022-12-02 21:40:00,Overall Assessment,,,,
171,2022-12-02 23:40:00,Inform Customer,,,,
172,2022-12-11 14:09:26,Customer applies for loan,,,,
172,2022-12-11 16:09:26,Check application data,79771,,,7359
172,2022-12-11 18:09:26,Normal Check,,3,,
172,2022-12-11 20:09:26,Overall Assessment,,,,
172,2022-12-11 22:09:26,Inform Customer,,,,
173,2022-12-01 10:38:15,Customer applies for loan,,,,
173,2022-12-01 12:38:15,Check application data,83395,,,7943
173,2022-12-01 14:38:15,Extensive Check,,2,,
173,2022-12-01 16:38:15,Overall Assessment,,,,
173,2022-12-01 18:38:15,Inform Customer,,,,
174,2022-12-08 15:37:50,Customer applies for loan,,,,
174,2022-12-08 17:37:50,Check application data,75701,,,1134
174,2022-12-08 19:37:50,Normal Check,,0,,
174,2022-12-08 21:37:50,Overall Assessment,,,,
174,2022-12-08 23:37:50,Inform Customer,,,,
175,2022-12-07 12:59:21,Customer applies for loan,,,,
175,2022-12-07 14:59:21,Check application data,63453,,,8509
175,2022-12-07 16:59:21,Normal Check,,2,,
175,2022-12-07 18:59:21,Overall Assessment,,,,
175,2022-12-07 20:59:21,Inform Customer,,,,
176,2022-12-02 10:55:27,Customer applies for loan,,,,
176,2022-12-02 12:55:27,Check application data,77035,,,8882
176,2022-12-02 14:55:27,Normal Check,,1,,
176,2022-12-02 16:55:27,Overall Assessment,,,,
176,2022-12-02 18:55:27,Inform Customer,,,,
177,2022-12-02 15:33:49,Customer applies for loan,,,,
177,2022-12-02 17:33:49,Check application data,27291,,,6519
177,2022-12-02 19:33:49,Normal Check,,4,,
177,2022-12-02 21:33:49,Overall Assessment,,,,
177,2022-12-02 23:33:49,Inform Customer,,,,
178,2022-12-14 17:21:50,Customer applies for loan,,,,
178,2022-12-14 19:21:50,Check application data,77045,,,7466
178,2022-12-14 21:21:50,Normal Check,,0,,
178,2022-12-14 23:21:50,Overall Assessment,,,,
178,2022-12-15 01:21:50,Inform Customer,,,,
179,2022-12-11 17:30:56,Customer applies for loan,,,,
179,2022-12-11 19:30:56,Check application data,62919,,,6412
179,2022-12-11 21:30:56,Normal Check,,4,,
179,2022-12-11 23:30:56,Overall Assessment,,,,
179,2022-12-12 01:30:56,Inform Customer,,,,
180,2022-11-29 12:47:51,Customer applies for loan,,,,
180,2022-11-29 14:47:51,Check application data,71553,,,5917
180,2022-11-29 16:47:51,Normal Check,,4,,
180,2022-11-29 18:47:51,Overall Assessment,,,,
180,2022-11-29 20:47:51,Inform Customer,,,,
181,2022-12-12 08:00:41,Customer applies for loan,,,,
181,2022-12-12 10:00:41,Check application data,21112,,,6743
181,2022-12-12 12:00:41,Normal Check,,4,,
181,2022-12-12 14:00:41,Overall Assessment,,,,
181,2022-12-12 16:00:41,Inform Customer,,,,
182,2022-12-01 18:55:39,Customer applies for loan,,,,
182,2022-12-01 20:55:39,Check application data,30357,,,7321
182,2022-12-01 22:55:39,Normal Check,,2,,
182,2022-12-02 00:55:39,Overall Assessment,,,,
182,2022-12-02 02:55:39,Inform Customer,,,,
183,2022-12-07 09:53:19,Customer applies for loan,,,,
183,2022-12-07 11:53:19,Check application data,11322,,,7299
183,2022-12-07 13:53:19,Normal Check,,2,,
183,2022-12-07 15:53:19,Overall Assessment,,,,
183,2022-12-07 17:53:19,Inform Customer,,,,
184,2022-12-15 14:15:07,Customer applies for loan,,,,
184,2022-12-15 16:15:07,Check application data,90212,,,2818
184,2022-12-15 18:15:07,Extensive Check,,2,,
184,2022-12-15 20:15:07,Overall Assessment,,,,
184,2022-12-15 22:15:07,Inform Customer,,,,
185,2022-11-30 15:02:45,Customer applies for loan,,,,
185,2022-11-30 17:02:45,Check application data,46342,,,3295
185,2022-11-30 19:02:45,Normal Check,,3,,
185,2022-11-30 21:02:45,Overall Assessment,,,,
